,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount
514,jammu-&-kashmir,2021,4,rajouri,81,171652.0
515,jammu-&-kashmir,2022,4,jammu,1879,3260604.0
516,jammu-&-kashmir,2022,4,srinagar,471,926220.0
517,jammu-&-kashmir,2022,4,samba,356,656320.0
518,jammu-&-kashmir,2022,4,udhampur,286,561757.0
519,jammu-&-kashmir,2022,4,anantnag,273,607958.0
520,jammu-&-kashmir,2022,4,kathua,254,545133.0
521,jammu-&-kashmir,2022,4,budgam,186,484368.0
522,jammu-&-kashmir,2022,4,pulwama,183,400652.0
523,jammu-&-kashmir,2022,4,baramulla,171,452532.0
524,jammu-&-kashmir,2022,4,rajouri,167,352179.0
525,jammu-&-kashmir,2023,4,jammu,2185,4418006.0
526,jammu-&-kashmir,2023,4,srinagar,537,1200208.0
527,jammu-&-kashmir,2023,4,udhampur,450,883613.0
528,jammu-&-kashmir,2023,4,kathua,445,915976.0
529,jammu-&-kashmir,2023,4,samba,402,894382.0
530,jammu-&-kashmir,2023,4,budgam,278,678542.0
531,jammu-&-kashmir,2023,4,rajouri,226,468990.0
532,jammu-&-kashmir,2023,4,anantnag,223,695092.0
533,jammu-&-kashmir,2023,4,baramulla,197,547589.0
534,jammu-&-kashmir,2023,4,doda,189,409244.0
535,jammu-&-kashmir,2024,4,jammu,2381,4423225.0
536,jammu-&-kashmir,2024,4,srinagar,1173,2226604.0
537,jammu-&-kashmir,2024,4,udhampur,569,1088486.0
538,jammu-&-kashmir,2024,4,kathua,485,902086.0
539,jammu-&-kashmir,2024,4,samba,483,925626.0
540,jammu-&-kashmir,2024,4,anantnag,466,1115918.0
541,jammu-&-kashmir,2024,4,budgam,461,986540.0
542,jammu-&-kashmir,2024,4,baramulla,442,984313.0
543,jammu-&-kashmir,2024,4,rajouri,318,675781.0
544,jammu-&-kashmir,2024,4,pulwama,301,745600.0
545,jharkhand,2020,4,ranchi,670,559639.0
546,jharkhand,2020,4,dhanbad,553,360209.0
547,jharkhand,2020,4,east singhbhum,426,349290.0
548,jharkhand,2020,4,bokaro,296,231406.0
549,jharkhand,2020,4,palamu,216,179548.0
550,jharkhand,2020,4,hazaribagh,201,137221.0
551,jharkhand,2020,4,ramgarh,172,123911.0
552,jharkhand,2020,4,giridih,138,92474.0
553,jharkhand,2020,4,saraikela kharsawan,133,103772.0
554,jharkhand,2020,4,garhwa,121,99467.0
555,jharkhand,2021,4,ranchi,2151,2693792.0
556,jharkhand,2021,4,east singhbhum,1241,1587274.0
557,jharkhand,2021,4,dhanbad,1022,1522634.0
558,jharkhand,2021,4,bokaro,651,1017720.0
559,jharkhand,2021,4,palamu,479,537986.0
560,jharkhand,2021,4,ramgarh,355,479936.0
561,jharkhand,2021,4,saraikela kharsawan,332,403274.0
562,jharkhand,2021,4,hazaribagh,276,496461.0
563,jharkhand,2021,4,giridih,254,311822.0
564,jharkhand,2021,4,deoghar,235,250418.0
565,jharkhand,2022,4,ranchi,3465,4954150.0
566,jharkhand,2022,4,east singhbhum,2922,3742763.0
567,jharkhand,2022,4,dhanbad,2647,3394523.0
568,jharkhand,2022,4,bokaro,1438,2196150.0
569,jharkhand,2022,4,palamu,836,1119095.0
570,jharkhand,2022,4,saraikela kharsawan,821,1001690.0
571,jharkhand,2022,4,ramgarh,508,731301.0
572,jharkhand,2022,4,hazaribagh,489,820023.0
573,jharkhand,2022,4,deoghar,446,699994.0
574,jharkhand,2022,4,giridih,411,577270.0
575,jharkhand,2023,4,ranchi,4651,7441219.0
576,jharkhand,2023,4,east singhbhum,4283,5861735.0
577,jharkhand,2023,4,dhanbad,3263,4735925.0
578,jharkhand,2023,4,bokaro,2126,3229786.0
579,jharkhand,2023,4,saraikela kharsawan,1193,1592632.0
580,jharkhand,2023,4,palamu,736,925141.0
581,jharkhand,2023,4,deoghar,685,1179198.0
582,jharkhand,2023,4,hazaribagh,678,1310320.0
583,jharkhand,2023,4,ramgarh,601,1083013.0
584,jharkhand,2023,4,west singhbhum,541,802644.0
585,jharkhand,2024,4,east singhbhum,5693,7616882.0
586,jharkhand,2024,4,ranchi,5480,9068274.0
587,jharkhand,2024,4,dhanbad,4077,5874868.0
588,jharkhand,2024,4,bokaro,2894,4357676.0
589,jharkhand,2024,4,seraikela kharsawan,1565,2028357.0
590,jharkhand,2024,4,hazaribag,982,1445214.0
591,jharkhand,2024,4,palamu,974,1129766.0
592,jharkhand,2024,4,ramgarh,904,1475834.0
593,jharkhand,2024,4,deoghar,850,1288200.0
594,jharkhand,2024,4,giridih,747,1005641.0
595,karnataka,2020,4,bengaluru urban,18485,15922383.0
596,karnataka,2020,4,belagavi,1586,924521.0
597,karnataka,2020,4,mysuru,1109,1073388.0
598,karnataka,2020,4,ballari,863,690500.0
599,karnataka,2020,4,dharwad,819,552794.0
600,karnataka,2020,4,tumakuru,751,718936.0
601,karnataka,2020,4,bengaluru rural,661,759279.0
602,karnataka,2020,4,dakshina kannada,557,445633.0
603,karnataka,2020,4,vijayapura,493,393668.0
604,karnataka,2020,4,kolar,482,516354.0
605,karnataka,2021,4,bengaluru urban,44650,50064816.0
606,karnataka,2021,4,mysuru,2999,4025182.0
607,karnataka,2021,4,belagavi,2268,2994132.0
608,karnataka,2021,4,dharwad,1998,2448037.0
609,karnataka,2021,4,dakshina kannada,1760,2383587.0
610,karnataka,2021,4,ballari,1705,2348052.0
611,karnataka,2021,4,bengaluru rural,1664,2301115.0
612,karnataka,2021,4,tumakuru,1540,2107437.0
613,karnataka,2021,4,kalaburagi,1364,1791618.0
614,karnataka,2021,4,shivamogga,1243,1666023.0
615,karnataka,2022,4,bengaluru urban,78817,101938016.0
616,karnataka,2022,4,mysuru,6820,9461969.0
617,karnataka,2022,4,belagavi,3857,5891225.0
618,karnataka,2022,4,dharwad,3751,5149958.0
619,karnataka,2022,4,dakshina kannada,3330,4869464.0
620,karnataka,2022,4,bengaluru rural,3125,4874888.0
621,karnataka,2022,4,ballari,2729,3502890.0
622,karnataka,2022,4,davanagere,2522,3414588.0
623,karnataka,2022,4,tumakuru,2515,4131381.0
624,karnataka,2022,4,shivamogga,2462,3798640.0
625,karnataka,2023,4,bengaluru urban,88349,133137089.0
626,karnataka,2023,4,mysuru,7831,12589463.0
627,karnataka,2023,4,dharwad,4912,7400470.0
628,karnataka,2023,4,belagavi,4826,8422700.0
629,karnataka,2023,4,dakshina kannada,4101,6597191.0
630,karnataka,2023,4,bengaluru rural,3674,6347685.0
631,karnataka,2023,4,shivamogga,3316,5617178.0
632,karnataka,2023,4,tumakuru,3234,6132461.0
633,karnataka,2023,4,ballari,2966,4527242.0
634,karnataka,2023,4,davanagere,2944,4852939.0
635,karnataka,2024,4,bengaluru urban,95390,159224823.0
636,karnataka,2024,4,mysuru,9668,16427026.0
637,karnataka,2024,4,dharwad,6881,10746750.0
638,karnataka,2024,4,belagavi,6703,11085250.0
639,karnataka,2024,4,dakshina kannada,5133,8497551.0
640,karnataka,2024,4,bengaluru rural,4626,7996121.0
641,karnataka,2024,4,shivamogga,4127,7252477.0
642,karnataka,2024,4,tumakuru,3989,6949950.0
643,karnataka,2024,4,kalaburagi,3821,5798845.0
644,karnataka,2024,4,davanagere,3387,5275711.0
645,kerala,2020,4,ernakulam,1310,892676.0
646,kerala,2020,4,thiruvananthapuram,617,566230.0
647,kerala,2020,4,kozhikode,570,452862.0
648,kerala,2020,4,thrissur,526,425296.0
649,kerala,2020,4,malappuram,404,316839.0
650,kerala,2020,4,kannur,371,335755.0
651,kerala,2020,4,kollam,355,319760.0
652,kerala,2020,4,palakkad,311,240234.0
653,kerala,2020,4,alappuzha,281,244366.0
654,kerala,2020,4,kottayam,197,173317.0
655,kerala,2021,4,ernakulam,3397,4987028.0
656,kerala,2021,4,thiruvananthapuram,2400,3779310.0
657,kerala,2021,4,malappuram,1926,3110462.0
658,kerala,2021,4,kozhikode,1871,2956875.0
659,kerala,2021,4,kollam,1486,2426845.0
660,kerala,2021,4,thrissur,1466,2429009.0
661,kerala,2021,4,kannur,1255,2260422.0
662,kerala,2021,4,alappuzha,1251,1905411.0
663,kerala,2021,4,palakkad,1054,1728168.0
664,kerala,2021,4,kottayam,971,1683696.0
665,kerala,2022,4,ernakulam,11176,16851440.0
666,kerala,2022,4,thiruvananthapuram,7869,12164492.0
667,kerala,2022,4,malappuram,7505,11502962.0
668,kerala,2022,4,kozhikode,7244,10442297.0
669,kerala,2022,4,thrissur,4917,7803369.0
670,kerala,2022,4,kollam,4693,7758609.0
671,kerala,2022,4,alappuzha,4318,6745436.0
672,kerala,2022,4,kannur,4187,6703769.0
673,kerala,2022,4,palakkad,3392,5656594.0
674,kerala,2022,4,kottayam,3274,5790023.0
675,kerala,2023,4,ernakulam,13336,21283249.0
676,kerala,2023,4,thiruvananthapuram,9139,15383409.0
677,kerala,2023,4,malappuram,8241,13268920.0
678,kerala,2023,4,kozhikode,8030,12236953.0
679,kerala,2023,4,thrissur,5464,9203305.0
680,kerala,2023,4,kollam,4970,8676874.0
681,kerala,2023,4,kannur,4667,7783755.0
682,kerala,2023,4,alappuzha,4462,6988333.0
683,kerala,2023,4,palakkad,3922,6534162.0
684,kerala,2023,4,kottayam,3639,6485056.0
685,kerala,2024,4,ernakulam,15903,25255702.0
686,kerala,2024,4,thiruvananthapuram,10961,18593239.0
687,kerala,2024,4,malappuram,9829,14805451.0
688,kerala,2024,4,kozhikode,9313,13828980.0
689,kerala,2024,4,thrissur,7040,11532393.0
690,kerala,2024,4,kollam,6163,10147122.0
691,kerala,2024,4,alappuzha,5391,8466002.0
692,kerala,2024,4,kannur,5242,8310581.0
693,kerala,2024,4,palakkad,4985,7861199.0
694,kerala,2024,4,kottayam,4819,8243280.0
695,ladakh,2020,4,leh ladakh,25,33631.0
696,ladakh,2020,4,kargil,2,575.0
697,ladakh,2021,4,leh ladakh,58,157274.0
698,ladakh,2021,4,kargil,18,38692.0
699,ladakh,2022,4,leh ladakh,125,319324.0
700,ladakh,2022,4,kargil,37,90767.0
701,ladakh,2023,4,leh ladakh,204,604548.0
702,ladakh,2023,4,kargil,38,114419.0
703,ladakh,2024,4,leh ladakh,335,739889.0
704,ladakh,2024,4,kargil,94,230445.0
705,lakshadweep,2021,4,lakshadweep,11,17096.0
706,lakshadweep,2022,4,lakshadweep,15,27135.0
707,lakshadweep,2023,4,lakshadweep,53,78346.0
708,lakshadweep,2024,4,lakshadweep,159,185542.0
709,madhya-pradesh,2020,4,indore,1712,912031.0
710,madhya-pradesh,2020,4,bhopal,1097,587203.0
711,madhya-pradesh,2020,4,gwalior,477,314023.0
712,madhya-pradesh,2020,4,jabalpur,455,263094.0
713,madhya-pradesh,2020,4,ujjain,397,170342.0
714,madhya-pradesh,2020,4,dhar,359,123734.0
715,madhya-pradesh,2020,4,chhindwara,304,115853.0
716,madhya-pradesh,2020,4,satna,284,149067.0
717,madhya-pradesh,2020,4,dewas,282,115156.0
718,madhya-pradesh,2020,4,betul,267,96761.0
719,madhya-pradesh,2021,4,indore,3226,3536081.0
720,madhya-pradesh,2021,4,bhopal,1534,1918374.0
721,madhya-pradesh,2021,4,gwalior,879,1082459.0
722,madhya-pradesh,2021,4,jabalpur,672,791859.0
723,madhya-pradesh,2021,4,ujjain,524,561237.0
724,madhya-pradesh,2021,4,satna,392,499763.0
725,madhya-pradesh,2021,4,chhindwara,372,497400.0
726,madhya-pradesh,2021,4,sagar,357,376821.0
727,madhya-pradesh,2021,4,dewas,347,392812.0
728,madhya-pradesh,2021,4,singrauli,334,521508.0
729,madhya-pradesh,2022,4,indore,6547,8985121.0
730,madhya-pradesh,2022,4,bhopal,3485,5566909.0
731,madhya-pradesh,2022,4,gwalior,1685,2252079.0
732,madhya-pradesh,2022,4,jabalpur,1665,2299836.0
733,madhya-pradesh,2022,4,ujjain,984,1329724.0
734,madhya-pradesh,2022,4,dhar,819,1072410.0
735,madhya-pradesh,2022,4,rewa,763,1104619.0
736,madhya-pradesh,2022,4,singrauli,697,1173189.0
737,madhya-pradesh,2022,4,dewas,688,1057408.0
738,madhya-pradesh,2022,4,chhindwara,668,1051247.0
739,madhya-pradesh,2023,4,indore,8973,14811181.0
740,madhya-pradesh,2023,4,bhopal,4820,10356323.0
741,madhya-pradesh,2023,4,gwalior,2406,3696991.0
742,madhya-pradesh,2023,4,jabalpur,2097,3671676.0
743,madhya-pradesh,2023,4,ujjain,1426,2472234.0
744,madhya-pradesh,2023,4,rewa,1230,2047419.0
745,madhya-pradesh,2023,4,singrauli,1059,1987863.0
746,madhya-pradesh,2023,4,dhar,999,1572785.0
747,madhya-pradesh,2023,4,sagar,994,1748842.0
748,madhya-pradesh,2023,4,dewas,958,1883618.0
749,madhya-pradesh,2024,4,indore,12551,20489191.0
750,madhya-pradesh,2024,4,bhopal,6824,13581645.0
751,madhya-pradesh,2024,4,gwalior,3295,5826629.0
752,madhya-pradesh,2024,4,jabalpur,2990,5021258.0
753,madhya-pradesh,2024,4,ujjain,1912,2998654.0
754,madhya-pradesh,2024,4,dhar,1715,2324249.0
755,madhya-pradesh,2024,4,dewas,1461,2413920.0
756,madhya-pradesh,2024,4,rewa,1410,2486511.0
757,madhya-pradesh,2024,4,singrauli,1388,2396658.0
758,madhya-pradesh,2024,4,sagar,1367,2395068.0
759,maharashtra,2020,4,pune,8211,4862704.0
760,maharashtra,2020,4,thane,5939,4405413.0
761,maharashtra,2020,4,mumbai suburban,4631,3301120.0
762,maharashtra,2020,4,nashik,2903,1492155.0
763,maharashtra,2020,4,nagpur,1994,1280886.0
764,maharashtra,2020,4,aurangabad,1877,739598.0
765,maharashtra,2020,4,ahmednagar,1824,875154.0
766,maharashtra,2020,4,mumbai,1677,1248451.0
767,maharashtra,2020,4,raigad,1547,1308133.0
768,maharashtra,2020,4,solapur,1313,596502.0
769,maharashtra,2021,4,pune,16039,18693479.0
770,maharashtra,2021,4,thane,13362,13856390.0
771,maharashtra,2021,4,mumbai suburban,9319,9168680.0
772,maharashtra,2021,4,nagpur,4924,5775357.0
773,maharashtra,2021,4,nashik,3996,4883186.0
774,maharashtra,2021,4,mumbai,3563,3541155.0
775,maharashtra,2021,4,palghar,2927,3095452.0
776,maharashtra,2021,4,raigad,2900,3785506.0
777,maharashtra,2021,4,solapur,2839,3265540.0
778,maharashtra,2021,4,aurangabad,2580,2341427.0
779,maharashtra,2022,4,pune,27018,38292195.0
780,maharashtra,2022,4,thane,20282,24614041.0
781,maharashtra,2022,4,mumbai suburban,16192,18884324.0
782,maharashtra,2022,4,nagpur,8811,11940400.0
783,maharashtra,2022,4,mumbai,5857,6447594.0
784,maharashtra,2022,4,nashik,5371,8785824.0
785,maharashtra,2022,4,raigad,5108,7544340.0
786,maharashtra,2022,4,palghar,4574,5754546.0
787,maharashtra,2022,4,solapur,3838,5560713.0
788,maharashtra,2022,4,aurangabad,2830,4070884.0
789,maharashtra,2023,4,pune,30243,50492209.0
790,maharashtra,2023,4,thane,21339,28481783.0
791,maharashtra,2023,4,mumbai suburban,18186,22723247.0
792,maharashtra,2023,4,nagpur,9371,14419994.0
793,maharashtra,2023,4,mumbai,6225,7624827.0
794,maharashtra,2023,4,nashik,5985,11362400.0
795,maharashtra,2023,4,raigad,5393,8827335.0
796,maharashtra,2023,4,palghar,4551,6750732.0
797,maharashtra,2023,4,solapur,4432,7196371.0
798,maharashtra,2023,4,aurangabad,3047,5151528.0
799,maharashtra,2024,4,pune,35259,60734341.0
800,maharashtra,2024,4,thane,23491,31407984.0
801,maharashtra,2024,4,mumbai suburban,19612,25682802.0
802,maharashtra,2024,4,nagpur,12751,19445789.0
803,maharashtra,2024,4,nashik,7952,14806816.0
804,maharashtra,2024,4,mumbai,7238,9140646.0
805,maharashtra,2024,4,raigad,6391,10673836.0
806,maharashtra,2024,4,palghar,5776,7706463.0
807,maharashtra,2024,4,solapur,5648,9035348.0
808,maharashtra,2024,4,chhatrapati sambhaji nagar,4159,6915626.0
809,manipur,2020,4,imphal east,20,12570.0
810,manipur,2020,4,imphal west,18,8367.0
811,manipur,2020,4,churachandpur,12,7312.0
812,manipur,2020,4,thoubal,12,4525.0
813,manipur,2020,4,kakching,7,1931.0
814,manipur,2020,4,kangpokpi,5,4999.0
815,manipur,2020,4,bishnupur,5,626.0
816,manipur,2020,4,senapati,3,2586.0
817,manipur,2020,4,chandel,2,1514.0
818,manipur,2020,4,tengnoupal,2,691.0
819,manipur,2021,4,imphal east,34,73197.0
820,manipur,2021,4,imphal west,31,56814.0
821,manipur,2021,4,bishnupur,11,13163.0
822,manipur,2021,4,kangpokpi,9,10192.0
823,manipur,2021,4,thoubal,9,18135.0
824,manipur,2021,4,churachandpur,9,25252.0
825,manipur,2021,4,senapati,8,17318.0
826,manipur,2021,4,kakching,7,2703.0
827,manipur,2021,4,ukhrul,7,7055.0
828,manipur,2021,4,tamenglong,6,18621.0
829,manipur,2022,4,imphal west,77,190653.0
830,manipur,2022,4,imphal east,42,88393.0
831,manipur,2022,4,churachandpur,36,71508.0
832,manipur,2022,4,thoubal,24,41743.0
833,manipur,2022,4,bishnupur,19,62178.0
834,manipur,2022,4,kangpokpi,16,44552.0
835,manipur,2022,4,tengnoupal,12,27609.0
836,manipur,2022,4,ukhrul,11,28523.0
837,manipur,2022,4,jiribam,10,32186.0
838,manipur,2022,4,chandel,6,10066.0
839,manipur,2023,4,imphal west,84,166274.0
840,manipur,2023,4,imphal east,65,104022.0
841,manipur,2023,4,kangpokpi,21,63414.0
842,manipur,2023,4,jiribam,16,32180.0
843,manipur,2023,4,bishnupur,15,38427.0
844,manipur,2023,4,churachandpur,4,8832.0
845,manipur,2023,4,thoubal,4,9424.0
846,manipur,2023,4,senapati,4,15815.0
847,manipur,2023,4,ukhrul,3,3639.0
848,manipur,2023,4,tamenglong,3,6366.0
849,manipur,2024,4,imphal west,127,271206.0
850,manipur,2024,4,imphal east,77,140889.0
851,manipur,2024,4,thoubal,39,66801.0
852,manipur,2024,4,bishnupur,31,75892.0
853,manipur,2024,4,kangpokpi,25,74025.0
854,manipur,2024,4,churachandpur,20,41801.0
855,manipur,2024,4,kakching,18,56585.0
856,manipur,2024,4,jiribam,16,17517.0
857,manipur,2024,4,senapati,14,28034.0
858,manipur,2024,4,chandel,10,19370.0
859,meghalaya,2020,4,east khasi hills,53,37940.0
860,meghalaya,2020,4,west garo hills,14,11704.0
861,meghalaya,2020,4,ribhoi,8,5569.0
862,meghalaya,2020,4,east jaintia hills,6,4482.0
863,meghalaya,2020,4,south west garo hills,5,9094.0
864,meghalaya,2020,4,east garo hills,2,1818.0
865,meghalaya,2020,4,west khasi hills,1,325.0
866,meghalaya,2020,4,south garo hills,1,32.0
867,meghalaya,2020,4,north garo hills,1,33.0
868,meghalaya,2020,4,west jaintia hills,1,32.0
869,meghalaya,2021,4,east khasi hills,132,226912.0
870,meghalaya,2021,4,ribhoi,44,89673.0
871,meghalaya,2021,4,west garo hills,34,57545.0
872,meghalaya,2021,4,east garo hills,17,23121.0
873,meghalaya,2021,4,east jaintia hills,14,22910.0
874,meghalaya,2021,4,west khasi hills,8,11428.0
875,meghalaya,2021,4,west jaintia hills,5,4459.0
876,meghalaya,2021,4,north garo hills,4,11746.0
877,meghalaya,2021,4,south west garo hills,3,2258.0
878,meghalaya,2021,4,south garo hills,2,1560.0
879,meghalaya,2022,4,east khasi hills,293,521881.0
880,meghalaya,2022,4,west garo hills,137,307812.0
881,meghalaya,2022,4,ribhoi,91,143065.0
882,meghalaya,2022,4,east jaintia hills,26,16575.0
883,meghalaya,2022,4,east garo hills,24,91125.0
884,meghalaya,2022,4,south garo hills,21,40872.0
885,meghalaya,2022,4,north garo hills,16,34009.0
886,meghalaya,2022,4,west jaintia hills,8,7150.0
887,meghalaya,2022,4,south west garo hills,6,14977.0
888,meghalaya,2022,4,west khasi hills,4,12007.0
889,meghalaya,2023,4,east khasi hills,328,751846.0
890,meghalaya,2023,4,west garo hills,190,460215.0
891,meghalaya,2023,4,ribhoi,117,226411.0
892,meghalaya,2023,4,east jaintia hills,33,60016.0
893,meghalaya,2023,4,north garo hills,29,57154.0
894,meghalaya,2023,4,south west garo hills,28,73117.0
895,meghalaya,2023,4,south garo hills,26,51357.0
896,meghalaya,2023,4,east garo hills,25,66170.0
897,meghalaya,2023,4,west jaintia hills,15,58030.0
898,meghalaya,2023,4,west khasi hills,11,28575.0
899,meghalaya,2024,4,east khasi hills,538,989452.0
900,meghalaya,2024,4,west garo hills,284,566716.0
901,meghalaya,2024,4,ri bhoi,182,336005.0
902,meghalaya,2024,4,east jaintia hills,59,92496.0
903,meghalaya,2024,4,east garo hills,57,107430.0
904,meghalaya,2024,4,south garo hills,53,100794.0
905,meghalaya,2024,4,south west garo hills,48,102311.0
906,meghalaya,2024,4,north garo hills,42,72085.0
907,meghalaya,2024,4,west jaintia hills,29,92292.0
908,meghalaya,2024,4,west khasi hills,12,21221.0
909,mizoram,2020,4,aizawl,43,74456.0
910,mizoram,2020,4,lawngtlai,11,6209.0
911,mizoram,2020,4,lunglei,10,28125.0
912,mizoram,2020,4,kolasib,10,4885.0
913,mizoram,2020,4,mamit,5,3550.0
914,mizoram,2020,4,serchhip,1,1866.0
915,mizoram,2020,4,champhai,1,33.0
916,mizoram,2021,4,aizawl,58,91842.0
917,mizoram,2021,4,lunglei,12,23824.0
918,mizoram,2021,4,mamit,10,14175.0
919,mizoram,2021,4,lawngtlai,6,15826.0
920,mizoram,2021,4,kolasib,5,8865.0
921,mizoram,2021,4,serchhip,4,8840.0
922,mizoram,2021,4,saiha,4,9864.0
923,mizoram,2021,4,champhai,1,2611.0
924,mizoram,2022,4,aizawl,219,360472.0
925,mizoram,2022,4,serchhip,35,60974.0
926,mizoram,2022,4,lawngtlai,23,63038.0
927,mizoram,2022,4,lunglei,21,33104.0
928,mizoram,2022,4,kolasib,20,32543.0
929,mizoram,2022,4,champhai,16,29772.0
930,mizoram,2022,4,mamit,13,25469.0
931,mizoram,2022,4,saiha,3,7179.0
932,mizoram,2023,4,aizawl,204,306611.0
933,mizoram,2023,4,kolasib,26,52587.0
934,mizoram,2023,4,lunglei,20,43965.0
935,mizoram,2023,4,lawngtlai,19,64525.0
936,mizoram,2023,4,serchhip,18,36017.0
937,mizoram,2023,4,mamit,11,27482.0
938,mizoram,2023,4,saiha,8,17745.0
939,mizoram,2023,4,champhai,6,9018.0
940,mizoram,2024,4,aizawl,296,498655.0
941,mizoram,2024,4,lunglei,49,90595.0
942,mizoram,2024,4,lawngtlai,36,51029.0
943,mizoram,2024,4,kolasib,29,29648.0
944,mizoram,2024,4,serchhip,28,53725.0
945,mizoram,2024,4,siaha,17,22273.0
946,mizoram,2024,4,mamit,13,16176.0
947,mizoram,2024,4,champhai,10,21869.0
948,mizoram,2024,4,saitual,8,19680.0
949,mizoram,2024,4,khawzawl,3,8037.0
950,nagaland,2020,4,dimapur,34,25648.0
951,nagaland,2020,4,mokokchung,9,2370.0
952,nagaland,2020,4,kohima,5,1333.0
953,nagaland,2020,4,zunheboto,3,1179.0
954,nagaland,2020,4,mon,3,3729.0
955,nagaland,2020,4,wokha,2,397.0
956,nagaland,2020,4,phek,2,65.0
957,nagaland,2020,4,tuensang,2,198.0
958,nagaland,2020,4,longleng,1,3884.0
959,nagaland,2020,4,kiphire,1,33.0
960,nagaland,2021,4,dimapur,133,229207.0
961,nagaland,2021,4,kohima,17,25180.0
962,nagaland,2021,4,mokokchung,13,36881.0
963,nagaland,2021,4,phek,5,5615.0
964,nagaland,2021,4,peren,4,18740.0
965,nagaland,2021,4,tuensang,3,9471.0
966,nagaland,2021,4,longleng,3,7896.0
967,nagaland,2021,4,mon,2,4069.0
968,nagaland,2021,4,zunheboto,1,425.0
969,nagaland,2021,4,wokha,1,463.0
970,nagaland,2022,4,dimapur,254,442630.0
971,nagaland,2022,4,mokokchung,33,63375.0
972,nagaland,2022,4,kohima,27,61776.0
973,nagaland,2022,4,mon,15,56474.0
974,nagaland,2022,4,phek,8,19673.0
975,nagaland,2022,4,wokha,8,10913.0
976,nagaland,2022,4,zunheboto,7,5899.0
977,nagaland,2022,4,tuensang,6,13464.0
978,nagaland,2022,4,peren,5,12028.0
979,nagaland,2022,4,longleng,2,14520.0
980,nagaland,2023,4,dimapur,221,486852.0
981,nagaland,2023,4,kohima,37,137578.0
982,nagaland,2023,4,mokokchung,20,73657.0
983,nagaland,2023,4,mon,18,57150.0
984,nagaland,2023,4,wokha,15,25038.0
985,nagaland,2023,4,tuensang,7,18554.0
986,nagaland,2023,4,peren,4,8375.0
987,nagaland,2023,4,zunheboto,4,12198.0
988,nagaland,2023,4,phek,3,1322.0
989,nagaland,2023,4,longleng,2,2249.0
990,nagaland,2024,4,dimapur,298,571656.0
991,nagaland,2024,4,chumoukedima,94,182390.0
992,nagaland,2024,4,kohima,60,114999.0
993,nagaland,2024,4,mon,28,75471.0
994,nagaland,2024,4,mokokchung,25,104897.0
995,nagaland,2024,4,tuensang,14,24874.0
996,nagaland,2024,4,phek,10,34870.0
997,nagaland,2024,4,peren,10,10346.0
998,nagaland,2024,4,kiphire,10,293.0
999,nagaland,2024,4,wokha,9,19766.0
1000,odisha,2020,4,khordha,1675,954884.0
1001,odisha,2020,4,cuttack,765,455694.0
1002,odisha,2020,4,ganjam,602,320130.0
1003,odisha,2020,4,sundargarh,376,244881.0
1004,odisha,2020,4,jajapur,300,152053.0
1005,odisha,2020,4,baleshwar,294,153833.0
1006,odisha,2020,4,puri,286,111526.0
1007,odisha,2020,4,kendujhar,264,141631.0
1008,odisha,2020,4,anugul,251,167432.0
1009,odisha,2020,4,sambalpur,225,119248.0
1010,odisha,2021,4,khordha,2185,2421437.0
1011,odisha,2021,4,cuttack,868,914110.0
1012,odisha,2021,4,ganjam,533,718272.0
1013,odisha,2021,4,sundargarh,406,664481.0
1014,odisha,2021,4,baleshwar,394,379386.0
1015,odisha,2021,4,kendujhar,351,478448.0
1016,odisha,2021,4,jajapur,347,404602.0
1017,odisha,2021,4,sambalpur,337,384838.0
1018,odisha,2021,4,anugul,333,494511.0
1019,odisha,2021,4,mayurbhanj,294,360368.0
1020,odisha,2022,4,khordha,5189,6823790.0
1021,odisha,2022,4,cuttack,2151,2750831.0
1022,odisha,2022,4,sundargarh,1899,2525663.0
1023,odisha,2022,4,ganjam,1796,2208828.0
1024,odisha,2022,4,kendujhar,1405,2004714.0
1025,odisha,2022,4,anugul,1150,1705857.0
1026,odisha,2022,4,sambalpur,929,1231278.0
1027,odisha,2022,4,jajapur,899,1237020.0
1028,odisha,2022,4,baleshwar,862,1196546.0
1029,odisha,2022,4,puri,828,1131232.0
1030,odisha,2023,4,khordha,5909,9220158.0
1031,odisha,2023,4,cuttack,1778,2754968.0
1032,odisha,2023,4,sundargarh,1694,2874571.0
1033,odisha,2023,4,ganjam,1678,2575993.0
1034,odisha,2023,4,anugul,1457,2073307.0
1035,odisha,2023,4,kendujhar,1149,1904341.0
1036,odisha,2023,4,baleshwar,956,1362963.0
1037,odisha,2023,4,mayurbhanj,857,1488275.0
1038,odisha,2023,4,jajapur,840,1318491.0
1039,odisha,2023,4,sambalpur,838,1369197.0
1040,odisha,2024,4,khordha,7013,11119730.0
1041,odisha,2024,4,cuttack,2474,3434067.0
1042,odisha,2024,4,ganjam,2256,3083743.0
1043,odisha,2024,4,angul,2164,2865214.0
1044,odisha,2024,4,sundargarh,2121,3211980.0
1045,odisha,2024,4,kendujhar,1417,2115137.0
1046,odisha,2024,4,jajpur,1324,1682849.0
1047,odisha,2024,4,baleswar,1306,1642759.0
1048,odisha,2024,4,mayurbhanj,1213,1798191.0
1049,odisha,2024,4,sambalpur,1115,1630527.0
1050,puducherry,2020,4,puducherry,202,165945.0
1051,puducherry,2020,4,karaikal,21,21295.0
