,State,Year,Quater,Transacion_type,hover_count,hover_amount
0,andaman-&-nicobar-islands,2018,4,north and middle andaman district,2137,7955635.917688001
1,andaman-&-nicobar-islands,2018,4,south andaman district,20136,75411840.8018554
2,andaman-&-nicobar-islands,2018,4,nicobars district,1485,7180859.354911782
3,andaman-&-nicobar-islands,2019,4,north and middle andaman district,4716,13524056.784573946
4,andaman-&-nicobar-islands,2019,4,south andaman district,27843,110930312.20611623
5,andaman-&-nicobar-islands,2019,4,nicobars district,2600,12384161.52668771
6,andaman-&-nicobar-islands,2020,4,north and middle andaman district,29349,68941322.38839513
7,andaman-&-nicobar-islands,2020,4,south andaman district,186494,523122462.88302904
8,andaman-&-nicobar-islands,2020,4,nicobars district,8688,35218871.04342849
9,andaman-&-nicobar-islands,2021,4,north and middle andaman district,53115,156486112.28732437
10,andaman-&-nicobar-islands,2021,4,south andaman district,558571,1694794708.0093334
11,andaman-&-nicobar-islands,2021,4,nicobars district,24437,81329281.0269996
12,andaman-&-nicobar-islands,2022,4,north and middle andaman district,93297,241431284.3558103
13,andaman-&-nicobar-islands,2022,4,south andaman district,1835592,3600887266.099448
14,andaman-&-nicobar-islands,2022,4,nicobars district,58646,142355853.97352526
15,andaman-&-nicobar-islands,2023,4,north and middle andaman district,230234,540759631.0
16,andaman-&-nicobar-islands,2023,4,south andaman district,3311962,5417264997.0
17,andaman-&-nicobar-islands,2023,4,nicobars district,153587,311527871.0
18,andaman-&-nicobar-islands,2024,4,north and middle andaman district,411230,759100984.0
19,andaman-&-nicobar-islands,2024,4,south andaman district,5419850,7760167334.0
20,andaman-&-nicobar-islands,2024,4,nicobar district,232820,401676455.0
21,andhra-pradesh,2018,4,east godavari district,3052762,4652624623.436675
22,andhra-pradesh,2018,4,srikakulam district,1252807,1870278609.504549
23,andhra-pradesh,2018,4,spsr nellore district,1814997,3293448556.9734454
24,andhra-pradesh,2018,4,vizianagaram district,1386787,1817673252.5417767
25,andhra-pradesh,2018,4,visakhapatnam district,4791421,7366635864.849373
26,andhra-pradesh,2018,4,prakasam district,1692862,3255254226.03728
27,andhra-pradesh,2018,4,anantapur district,2286391,3975878156.329829
28,andhra-pradesh,2018,4,ysr district,1732527,3252340063.2478595
29,andhra-pradesh,2018,4,west godavari district,1688482,3237504255.4632454
30,andhra-pradesh,2018,4,kurnool district,2508530,3626544852.4069242
31,andhra-pradesh,2018,4,chittoor district,3166201,4979093890.223491
32,andhra-pradesh,2018,4,guntur district,2546620,4730251217.696959
33,andhra-pradesh,2018,4,krishna district,2839161,5416251838.130407
34,andhra-pradesh,2019,4,east godavari district,9285739,16816774065.301317
35,andhra-pradesh,2019,4,srikakulam district,3712555,6832369301.879345
36,andhra-pradesh,2019,4,spsr nellore district,5877804,11786014089.194027
37,andhra-pradesh,2019,4,vizianagaram district,3998234,7175851807.068796
38,andhra-pradesh,2019,4,visakhapatnam district,23594874,39133296330.044624
39,andhra-pradesh,2019,4,prakasam district,4865473,10604077824.801035
40,andhra-pradesh,2019,4,anantapur district,6764112,13887248889.064066
41,andhra-pradesh,2019,4,ysr district,4793157,10865073855.730783
42,andhra-pradesh,2019,4,west godavari district,4596479,9710614747.20177
43,andhra-pradesh,2019,4,kurnool district,7001958,13233105728.54823
44,andhra-pradesh,2019,4,chittoor district,11246986,19298476027.875484
45,andhra-pradesh,2019,4,guntur district,9761330,18565626418.035915
46,andhra-pradesh,2019,4,krishna district,11719402,23039786404.04664
47,andhra-pradesh,2020,4,east godavari district,25989490,58732615663.118416
48,andhra-pradesh,2020,4,srikakulam district,11092184,25222520275.27882
49,andhra-pradesh,2020,4,spsr nellore district,20934374,49115443663.37911
50,andhra-pradesh,2020,4,vizianagaram district,10580824,24094847668.445065
51,andhra-pradesh,2020,4,visakhapatnam district,46551467,91879823025.40399
52,andhra-pradesh,2020,4,prakasam district,16176867,41852443493.515396
53,andhra-pradesh,2020,4,anantapur district,20996384,49732610814.26222
54,andhra-pradesh,2020,4,ysr district,15676878,42572974713.44026
55,andhra-pradesh,2020,4,west godavari district,15674762,40310975762.603455
56,andhra-pradesh,2020,4,kurnool district,18737323,44718203115.22612
57,andhra-pradesh,2020,4,chittoor district,29590411,61505711149.79541
58,andhra-pradesh,2020,4,guntur district,26136538,60641872021.25432
59,andhra-pradesh,2020,4,krishna district,27981050,64461504667.60723
60,andhra-pradesh,2021,4,east godavari district,48992531,106725597026.00356
61,andhra-pradesh,2021,4,srikakulam district,18501857,39713657870.15512
62,andhra-pradesh,2021,4,spsr nellore district,41921081,92256405076.26547
63,andhra-pradesh,2021,4,vizianagaram district,17253059,36577529464.9687
64,andhra-pradesh,2021,4,visakhapatnam district,82711538,159530099772.73474
65,andhra-pradesh,2021,4,prakasam district,27858275,71323060008.47623
66,andhra-pradesh,2021,4,anantapur district,36129136,81239787006.64764
67,andhra-pradesh,2021,4,ysr district,26340348,69081850069.2033
68,andhra-pradesh,2021,4,west godavari district,33235175,81292461575.08182
69,andhra-pradesh,2021,4,kurnool district,31782248,73968947669.64754
70,andhra-pradesh,2021,4,chittoor district,51119640,103985734663.73514
71,andhra-pradesh,2021,4,guntur district,50919286,115553993673.17337
72,andhra-pradesh,2021,4,krishna district,55489829,125015323207.89836
73,andhra-pradesh,2022,4,east godavari district,68016055,136531110139.86256
74,andhra-pradesh,2022,4,srikakulam district,23693779,47726411107.88628
75,andhra-pradesh,2022,4,spsr nellore district,42582064,92085916180.6851
76,andhra-pradesh,2022,4,vizianagaram district,22205190,44467386404.34758
77,andhra-pradesh,2022,4,visakhapatnam district,103790055,185306149744.73108
78,andhra-pradesh,2022,4,prakasam district,37211077,88105031866.36835
79,andhra-pradesh,2022,4,anantapur district,48299601,101533878537.23433
80,andhra-pradesh,2022,4,ysr district,35201596,87360426792.81667
81,andhra-pradesh,2022,4,west godavari district,47919930,105335724990.59325
82,andhra-pradesh,2022,4,kurnool district,43524766,94667441029.08345
83,andhra-pradesh,2022,4,chittoor district,70322534,136840859888.18155
84,andhra-pradesh,2022,4,guntur district,70723763,146938735166.52365
85,andhra-pradesh,2022,4,krishna district,76526667,157826011193.35443
86,andhra-pradesh,2023,4,east godavari district,162793144,282329255747.0
87,andhra-pradesh,2023,4,srikakulam district,56291337,97021746702.0
88,andhra-pradesh,2023,4,spsr nellore district,97721962,179306028468.0
89,andhra-pradesh,2023,4,vizianagaram district,53248760,90289502507.0
90,andhra-pradesh,2023,4,visakhapatnam district,223584765,344512874812.0
91,andhra-pradesh,2023,4,prakasam district,89721677,174929737360.0
92,andhra-pradesh,2023,4,anantapur district,113698752,203367177888.0
93,andhra-pradesh,2023,4,ysr district,83729195,176644897379.0
94,andhra-pradesh,2023,4,west godavari district,114825704,209237892746.0
95,andhra-pradesh,2023,4,kurnool district,103816175,190597527675.0
96,andhra-pradesh,2023,4,chittoor district,163521593,274132458092.0
97,andhra-pradesh,2023,4,guntur district,160724947,281806839570.0
98,andhra-pradesh,2023,4,krishna district,173309415,298339038877.0
99,andhra-pradesh,2024,4,east godavari district,96791979,147921011637.0
100,andhra-pradesh,2024,4,srikakulam district,68020232,104655474413.0
101,andhra-pradesh,2024,4,visakhapatnam district,229565019,302371361659.0
102,andhra-pradesh,2024,4,sri potti sriramulu nellore district,114316424,182545036925.0
103,andhra-pradesh,2024,4,kurnool district,84094067,125400553798.0
104,andhra-pradesh,2024,4,guntur district,139286726,201755300053.0
105,andhra-pradesh,2024,4,krishna district,59157277,87816112495.0
106,andhra-pradesh,2024,4,annamayya district,67565763,115547782003.0
107,andhra-pradesh,2024,4,ananthapuramu district,100670947,151922187881.0
108,andhra-pradesh,2024,4,vizianagaram district,68941987,103240952250.0
109,andhra-pradesh,2024,4,tirupati district,159672169,217180680249.0
110,andhra-pradesh,2024,4,alluri sitharama raju district,16328675,22054853299.0
111,andhra-pradesh,2024,4,nandyal district,65846099,107236824037.0
112,andhra-pradesh,2024,4,sri sathyasai district,59833855,91086871790.0
113,andhra-pradesh,2024,4,palnadu district,68725562,111366598419.0
114,andhra-pradesh,2024,4,prakasam district,90937455,149042387778.0
115,andhra-pradesh,2024,4,parvathipuram manyam district,17808047,29400489754.0
116,andhra-pradesh,2024,4,dr br ambedkar konaseema district,59479299,92702253484.0
117,andhra-pradesh,2024,4,bapatla district,50922968,79581355819.0
118,andhra-pradesh,2024,4,ntr district,171465537,247316521377.0
119,andhra-pradesh,2024,4,kakinada district,106856932,150518386058.0
120,andhra-pradesh,2024,4,anakapalli district,68465689,101420705724.0
121,andhra-pradesh,2024,4,ysr district,87733584,154462449389.0
122,andhra-pradesh,2024,4,west godavari district,80979438,126425425232.0
123,andhra-pradesh,2024,4,eluru district,92216645,140703076456.0
124,andhra-pradesh,2024,4,chittoor district,70763169,108340916987.0
125,arunachal-pradesh,2018,4,lower dibang valley district,4227,10951332.393937869
126,arunachal-pradesh,2018,4,lower subansiri district,3735,8884930.591487257
127,arunachal-pradesh,2018,4,longding district,6581,22545311.85089966
128,arunachal-pradesh,2018,4,west siang district,3813,14013986.244825875
129,arunachal-pradesh,2018,4,kamle district,247,361497.05682825705
130,arunachal-pradesh,2018,4,upper siang district,1041,2157332.9473089008
131,arunachal-pradesh,2018,4,tirap district,5725,10811742.670586085
132,arunachal-pradesh,2018,4,papum pare district,55224,154875448.20778143
133,arunachal-pradesh,2018,4,kurung kumey district,444,759686.7195777439
134,arunachal-pradesh,2018,4,anjaw district,273,495578.19942643447
135,arunachal-pradesh,2018,4,siang district,822,2176630.237443937
136,arunachal-pradesh,2018,4,lower siang district,2883,4533291.201383284
137,arunachal-pradesh,2018,4,kra daadi district,750,3254327.442489025
138,arunachal-pradesh,2018,4,changlang district,13950,32343047.413952358
139,arunachal-pradesh,2018,4,pakke kessang district,297,462143.5189972004
140,arunachal-pradesh,2018,4,dibang valley district,40,97205.28808666342
141,arunachal-pradesh,2018,4,west kameng district,25439,89194886.84322134
142,arunachal-pradesh,2018,4,shi yomi district,61,42483.80153055695
143,arunachal-pradesh,2018,4,east siang district,12893,34272134.344916776
144,arunachal-pradesh,2018,4,upper subansiri district,2686,8771042.079749444
145,arunachal-pradesh,2018,4,east kameng district,1750,5936855.710462087
146,arunachal-pradesh,2018,4,lohit district,14268,40510521.949797615
147,arunachal-pradesh,2018,4,lepa rada district,932,3023578.1893019043
148,arunachal-pradesh,2018,4,tawang district,11104,35921510.89403269
149,arunachal-pradesh,2018,4,namsai district,7244,17643523.29373534
150,arunachal-pradesh,2019,4,lower dibang valley district,10376,21103089.24170351
151,arunachal-pradesh,2019,4,lower subansiri district,11806,29634357.486805215
152,arunachal-pradesh,2019,4,longding district,11018,29245021.393976457
153,arunachal-pradesh,2019,4,west siang district,14581,39460255.46641725
154,arunachal-pradesh,2019,4,kamle district,999,1620922.3277442688
155,arunachal-pradesh,2019,4,upper siang district,4165,12739585.638734035
156,arunachal-pradesh,2019,4,tirap district,16459,38467790.7269052
157,arunachal-pradesh,2019,4,papum pare district,143272,378838002.3434037
158,arunachal-pradesh,2019,4,kurung kumey district,1343,4526789.748638094
159,arunachal-pradesh,2019,4,anjaw district,5417,11887950.534618177
160,arunachal-pradesh,2019,4,siang district,4756,8833695.424992222
161,arunachal-pradesh,2019,4,lower siang district,6628,11985865.259161524
162,arunachal-pradesh,2019,4,kra daadi district,2830,7804936.327522229
163,arunachal-pradesh,2019,4,changlang district,33963,71874990.9639822
164,arunachal-pradesh,2019,4,pakke kessang district,1194,2287739.0120923957
165,arunachal-pradesh,2019,4,dibang valley district,267,1240493.0270471391
166,arunachal-pradesh,2019,4,west kameng district,66740,198205637.50055438
167,arunachal-pradesh,2019,4,shi yomi district,232,170772.72677991798
168,arunachal-pradesh,2019,4,east siang district,26605,72075285.44344108
169,arunachal-pradesh,2019,4,upper subansiri district,9285,28319761.873849634
170,arunachal-pradesh,2019,4,east kameng district,5646,19408662.74847077
171,arunachal-pradesh,2019,4,lohit district,29281,67502324.59236205
172,arunachal-pradesh,2019,4,lepa rada district,4245,8888753.875914622
173,arunachal-pradesh,2019,4,tawang district,30077,91949243.6071119
174,arunachal-pradesh,2019,4,namsai district,18290,32501252.235055383
175,arunachal-pradesh,2020,4,lower dibang valley district,33455,81929299.56817816
176,arunachal-pradesh,2020,4,lower subansiri district,31411,97681186.89595497
177,arunachal-pradesh,2020,4,longding district,26089,74890543.91561158
178,arunachal-pradesh,2020,4,west siang district,45207,125118193.0493962
179,arunachal-pradesh,2020,4,kamle district,3611,10000596.409396999
180,arunachal-pradesh,2020,4,upper siang district,19943,78146755.88828371
181,arunachal-pradesh,2020,4,tirap district,36124,104709589.6601958
182,arunachal-pradesh,2020,4,papum pare district,390528,1205917753.7046227
183,arunachal-pradesh,2020,4,kurung kumey district,4581,17134470.4444281
184,arunachal-pradesh,2020,4,anjaw district,17228,49318880.51759694
185,arunachal-pradesh,2020,4,siang district,12962,32619173.238261122
186,arunachal-pradesh,2020,4,lower siang district,14782,33891568.64514145
187,arunachal-pradesh,2020,4,kra daadi district,7619,30458774.811469436
188,arunachal-pradesh,2020,4,changlang district,84852,204367875.07299304
189,arunachal-pradesh,2020,4,pakke kessang district,3064,7503555.503947843
190,arunachal-pradesh,2020,4,dibang valley district,1705,6749773.196253154
191,arunachal-pradesh,2020,4,west kameng district,129575,390436113.7366377
192,arunachal-pradesh,2020,4,shi yomi district,1103,6627025.636333689
193,arunachal-pradesh,2020,4,east siang district,88632,250515095.18896666
194,arunachal-pradesh,2020,4,upper subansiri district,31426,109405900.7987589
195,arunachal-pradesh,2020,4,east kameng district,16340,64104581.33887266
196,arunachal-pradesh,2020,4,lohit district,80530,196997836.79933694
197,arunachal-pradesh,2020,4,lepa rada district,14338,39340491.723573
198,arunachal-pradesh,2020,4,tawang district,67262,240482254.58453605
199,arunachal-pradesh,2020,4,namsai district,46762,111916731.51687588
200,arunachal-pradesh,2021,4,lower dibang valley district,65302,174980099.83925235
201,arunachal-pradesh,2021,4,lower subansiri district,60146,199366119.13556093
202,arunachal-pradesh,2021,4,longding district,37096,125754642.94209707
203,arunachal-pradesh,2021,4,west siang district,79050,267978346.9418527
204,arunachal-pradesh,2021,4,kamle district,8517,31862943.48592616
205,arunachal-pradesh,2021,4,upper siang district,41167,155266317.84142125
206,arunachal-pradesh,2021,4,tirap district,52675,172835892.68512428
207,arunachal-pradesh,2021,4,papum pare district,919925,2435796597.1781564
208,arunachal-pradesh,2021,4,kurung kumey district,8467,36028643.15543166
209,arunachal-pradesh,2021,4,anjaw district,24083,77313027.11673045
210,arunachal-pradesh,2021,4,siang district,22785,72065716.16878249
211,arunachal-pradesh,2021,4,lower siang district,25424,69995156.90875632
212,arunachal-pradesh,2021,4,kra daadi district,10986,42553945.301929176
213,arunachal-pradesh,2021,4,changlang district,147432,403255246.4023236
214,arunachal-pradesh,2021,4,pakke kessang district,6343,15848508.20917535
215,arunachal-pradesh,2021,4,dibang valley district,2711,14284034.399703257
216,arunachal-pradesh,2021,4,west kameng district,247346,765859269.2953706
217,arunachal-pradesh,2021,4,shi yomi district,3066,19610548.431270048
218,arunachal-pradesh,2021,4,east siang district,169617,450185173.037876
219,arunachal-pradesh,2021,4,upper subansiri district,54298,226652835.3581027
220,arunachal-pradesh,2021,4,east kameng district,27988,122366463.65672666
221,arunachal-pradesh,2021,4,lohit district,142772,328942905.2553121
222,arunachal-pradesh,2021,4,lepa rada district,28633,101798549.88186258
223,arunachal-pradesh,2021,4,tawang district,99575,412396002.3197621
224,arunachal-pradesh,2021,4,namsai district,105194,220513367.66283622
225,arunachal-pradesh,2022,4,lower dibang valley district,137218,308329533.63406837
226,arunachal-pradesh,2022,4,lower subansiri district,143172,339443886.23657525
227,arunachal-pradesh,2022,4,longding district,63481,151727225.22689673
228,arunachal-pradesh,2022,4,west siang district,176377,449302139.4960692
229,arunachal-pradesh,2022,4,kamle district,22093,54695370.469332285
230,arunachal-pradesh,2022,4,upper siang district,61031,174436476.513136
231,arunachal-pradesh,2022,4,tirap district,88024,205933250.0190781
232,arunachal-pradesh,2022,4,papum pare district,1917365,3401999228.9392605
233,arunachal-pradesh,2022,4,kurung kumey district,14780,55991360.89182171
234,arunachal-pradesh,2022,4,anjaw district,31170,86691809.7433357
235,arunachal-pradesh,2022,4,siang district,46250,124012661.78071377
236,arunachal-pradesh,2022,4,lower siang district,50212,111700711.05104405
237,arunachal-pradesh,2022,4,kra daadi district,19724,69295211.52201861
238,arunachal-pradesh,2022,4,changlang district,254818,572195646.772961
239,arunachal-pradesh,2022,4,pakke kessang district,15377,28806042.8090343
240,arunachal-pradesh,2022,4,dibang valley district,3440,17938501.796178654
241,arunachal-pradesh,2022,4,west kameng district,421418,954522716.7333797
242,arunachal-pradesh,2022,4,shi yomi district,4926,33977040.52287009
243,arunachal-pradesh,2022,4,east siang district,327737,623525449.463265
244,arunachal-pradesh,2022,4,upper subansiri district,93017,285077053.9982841
245,arunachal-pradesh,2022,4,east kameng district,68774,178064501.28067553
246,arunachal-pradesh,2022,4,lohit district,276551,503661703.8315097
247,arunachal-pradesh,2022,4,lepa rada district,51416,127294274.35791278
248,arunachal-pradesh,2022,4,tawang district,155419,518332824.89263654
249,arunachal-pradesh,2022,4,namsai district,188919,307955075.5201911
250,arunachal-pradesh,2023,4,lower dibang valley district,456242,780822119.0
251,arunachal-pradesh,2023,4,lower subansiri district,559506,959863862.0
252,arunachal-pradesh,2023,4,longding district,176666,332931262.0
253,arunachal-pradesh,2023,4,west siang district,687577,1262224512.0
254,arunachal-pradesh,2023,4,kamle district,69707,123271590.0
255,arunachal-pradesh,2023,4,upper siang district,188063,398373540.0
256,arunachal-pradesh,2023,4,tirap district,289385,535162444.0
257,arunachal-pradesh,2023,4,papum pare district,5938599,8374060439.0
258,arunachal-pradesh,2023,4,kurung kumey district,65869,159910955.0
259,arunachal-pradesh,2023,4,anjaw district,99303,222941392.0
260,arunachal-pradesh,2023,4,siang district,145231,259192071.0
261,arunachal-pradesh,2023,4,lower siang district,161327,277578144.0
262,arunachal-pradesh,2023,4,kra daadi district,83516,184199521.0
263,arunachal-pradesh,2023,4,changlang district,806945,1430052570.0
264,arunachal-pradesh,2023,4,pakke kessang district,41236,61144256.0
265,arunachal-pradesh,2023,4,dibang valley district,32123,79988144.0
266,arunachal-pradesh,2023,4,west kameng district,1195192,2162840497.0
267,arunachal-pradesh,2023,4,shi yomi district,18458,91284638.0
268,arunachal-pradesh,2023,4,east siang district,931589,1416674919.0
269,arunachal-pradesh,2023,4,upper subansiri district,342000,855586655.0
270,arunachal-pradesh,2023,4,east kameng district,327263,578170716.0
271,arunachal-pradesh,2023,4,lohit district,779252,1192879539.0
272,arunachal-pradesh,2023,4,lepa rada district,179912,322215111.0
273,arunachal-pradesh,2023,4,tawang district,509181,1297707130.0
274,arunachal-pradesh,2023,4,namsai district,533600,769723768.0
275,arunachal-pradesh,2024,4,lower subansiri district,1023776,1321086015.0
276,arunachal-pradesh,2024,4,tirap district,552174,759347661.0
277,arunachal-pradesh,2024,4,papum pare district,2419497,2645782108.0
278,arunachal-pradesh,2024,4,anjaw district,274453,503425028.0
279,arunachal-pradesh,2024,4,lower siang district,376722,517668433.0
280,arunachal-pradesh,2024,4,dibang valley district,152005,227818792.0
281,arunachal-pradesh,2024,4,west kameng district,2107524,3219015374.0
282,arunachal-pradesh,2024,4,shi yomi district,70842,222983839.0
283,arunachal-pradesh,2024,4,east kameng district,684487,899855147.0
284,arunachal-pradesh,2024,4,lohit district,1024425,1233068373.0
285,arunachal-pradesh,2024,4,lepa rada district,351077,473147394.0
286,arunachal-pradesh,2024,4,lower dibang valley district,785220,1038509731.0
287,arunachal-pradesh,2024,4,longding district,353251,496519994.0
288,arunachal-pradesh,2024,4,itanagar capital complex district,7929590,8951596062.0
289,arunachal-pradesh,2024,4,west siang district,1415567,1943675537.0
290,arunachal-pradesh,2024,4,kamle district,159162,182583609.0
291,arunachal-pradesh,2024,4,upper siang district,333541,557498901.0
292,arunachal-pradesh,2024,4,kurung kumey district,128721,222368459.0
293,arunachal-pradesh,2024,4,siang district,251400,368618246.0
294,arunachal-pradesh,2024,4,kra daadi district,167666,257207384.0
295,arunachal-pradesh,2024,4,changlang district,1295250,1770311293.0
296,arunachal-pradesh,2024,4,pakke kessang district,109484,127336316.0
297,arunachal-pradesh,2024,4,east siang district,1813239,2282781446.0
298,arunachal-pradesh,2024,4,upper subansiri district,768835,1249446759.0
299,arunachal-pradesh,2024,4,tawang district,913556,1950022807.0
300,arunachal-pradesh,2024,4,namsai district,1331993,1658212165.0
301,assam,2018,4,tinsukia district,127171,253718923.0695014
302,assam,2018,4,lakhimpur district,76772,104689433.9410339
303,assam,2018,4,kamrup district,162592,236088241.49952984
304,assam,2018,4,kokrajhar district,54606,123041318.32460138
305,assam,2018,4,karbi anglong district,53526,99019113.05197324
306,assam,2018,4,sivasagar district,64113,99142069.27717136
307,assam,2018,4,dibrugarh district,144931,264346941.4922037
308,assam,2018,4,south salmara mancachar district,26334,41170236.09800846
309,assam,2018,4,nagaon district,435103,317973029.4737475
310,assam,2018,4,dhubri district,120810,181651044.89215764
311,assam,2018,4,golaghat district,79500,126712548.58575013
312,assam,2018,4,udalguri district,51801,90836151.48172343
313,assam,2018,4,majuli district,16498,13348264.371029017
314,assam,2018,4,sonitpur district,165399,358549931.5785284
315,assam,2018,4,hojai district,53523,85392301.38430479
316,assam,2018,4,marigaon district,193075,207853575.09985885
317,assam,2018,4,chirang district,26846,51647368.60810732
318,assam,2018,4,cachar district,187360,272342253.1327299
319,assam,2018,4,nalbari district,61931,83491586.46719557
320,assam,2018,4,west karbi anglong district,8729,9985888.620912362
321,assam,2018,4,dhemaji district,62268,109905674.61382627
322,assam,2018,4,karimganj district,62738,106200165.50793815
323,assam,2018,4,bongaigaon district,84239,130369027.68827806
324,assam,2018,4,dima hasao district,19051,41435937.87571849
325,assam,2018,4,baksa district,66602,114583565.16335085
326,assam,2018,4,charaideo district,41777,63979700.09467216
327,assam,2018,4,darrang district,67909,109435369.93100193
328,assam,2018,4,kamrup metropolitan district,686010,1345451492.4344451
329,assam,2018,4,hailakandi district,43026,66947503.90498407
330,assam,2018,4,barpeta district,225449,354675455.9326413
331,assam,2018,4,goalpara district,101776,171764620.40410748
332,assam,2018,4,biswanath district,52514,77750045.91803803
333,assam,2018,4,jorhat district,110193,174524079.09399235
334,assam,2019,4,tinsukia district,224113,423685126.94560075
335,assam,2019,4,lakhimpur district,129734,211979144.7023744
336,assam,2019,4,kamrup district,249708,461559258.766533
337,assam,2019,4,kokrajhar district,90371,198548447.25328588
338,assam,2019,4,karbi anglong district,95122,214907046.11081886
339,assam,2019,4,sivasagar district,112099,192010348.16393307
340,assam,2019,4,dibrugarh district,255885,470389915.7975105
341,assam,2019,4,south salmara mancachar district,39935,91996007.23237559
342,assam,2019,4,nagaon district,287586,546184547.4478517
343,assam,2019,4,dhubri district,134357,284612415.48264515
344,assam,2019,4,golaghat district,138710,238009780.18189836
345,assam,2019,4,udalguri district,77332,154704605.56495023
346,assam,2019,4,majuli district,20488,26928995.953304544
347,assam,2019,4,sonitpur district,298139,613461613.2726698
348,assam,2019,4,hojai district,95246,175607661.95152915
349,assam,2019,4,marigaon district,132919,263927905.91411433
350,assam,2019,4,chirang district,51791,101022374.81498426
351,assam,2019,4,cachar district,273506,482197783.1553297
352,assam,2019,4,nalbari district,95723,156653435.63897616
353,assam,2019,4,west karbi anglong district,17914,25460539.282486644
354,assam,2019,4,dhemaji district,103033,197496702.44348955
355,assam,2019,4,karimganj district,108697,194919405.22699457
356,assam,2019,4,bongaigaon district,119397,235963764.71799022
357,assam,2019,4,dima hasao district,45414,93463244.8365884
358,assam,2019,4,baksa district,106632,221221950.65788725
359,assam,2019,4,charaideo district,70323,125582119.32897243
360,assam,2019,4,darrang district,98623,201143725.75237712
361,assam,2019,4,kamrup metropolitan district,2510384,7206165641.817837
362,assam,2019,4,hailakandi district,67877,117286060.91560167
363,assam,2019,4,barpeta district,295624,613479659.5323288
364,assam,2019,4,goalpara district,139662,282003507.8056698
365,assam,2019,4,biswanath district,88764,151710760.8210323
366,assam,2019,4,jorhat district,185402,307700398.0221567
367,assam,2020,4,tinsukia district,543941,1209737013.9697673
368,assam,2020,4,lakhimpur district,304251,620709324.0849249
369,assam,2020,4,kamrup district,557203,1271039293.2521
370,assam,2020,4,kokrajhar district,209653,522575460.2813618
371,assam,2020,4,karbi anglong district,229991,548523247.5679932
372,assam,2020,4,sivasagar district,259736,561002521.458745
373,assam,2020,4,dibrugarh district,631601,1479167066.8054302
374,assam,2020,4,south salmara mancachar district,111015,338306352.61497504
375,assam,2020,4,nagaon district,667880,1665021995.8192074
376,assam,2020,4,dhubri district,337623,874322425.3902972
377,assam,2020,4,golaghat district,337771,687756877.7912595
378,assam,2020,4,udalguri district,181878,415302655.27819014
379,assam,2020,4,majuli district,43480,69435583.78914571
380,assam,2020,4,sonitpur district,676306,1560923095.7659307
381,assam,2020,4,hojai district,224628,528926408.78015757
382,assam,2020,4,marigaon district,277304,736327079.8480828
383,assam,2020,4,chirang district,121011,281687589.58493227
384,assam,2020,4,cachar district,623731,1434767202.3488228
385,assam,2020,4,nalbari district,210966,464782209.23467815
386,assam,2020,4,west karbi anglong district,44259,80617646.24078932
387,assam,2020,4,dhemaji district,250452,567469583.0598263
388,assam,2020,4,karimganj district,309172,754661918.8881419
389,assam,2020,4,bongaigaon district,301859,724047412.765212
390,assam,2020,4,dima hasao district,110429,262165738.17960855
391,assam,2020,4,baksa district,253333,644108232.3336508
392,assam,2020,4,charaideo district,152117,356182476.76104593
393,assam,2020,4,darrang district,239602,682167456.1529416
394,assam,2020,4,kamrup metropolitan district,5300547,16105922899.456022
395,assam,2020,4,hailakandi district,189140,419018012.3664531
396,assam,2020,4,barpeta district,724763,2053361856.4779525
397,assam,2020,4,goalpara district,381733,1018165139.8396726
398,assam,2020,4,biswanath district,215627,472733035.60243803
399,assam,2020,4,jorhat district,400452,815676507.4744498
400,assam,2021,4,tinsukia district,924326,2099664801.0310597
401,assam,2021,4,lakhimpur district,560279,1263722648.4815915
402,assam,2021,4,kamrup district,1326629,2906827875.9780307
403,assam,2021,4,kokrajhar district,529425,1392051533.964034
404,assam,2021,4,karbi anglong district,448701,1157896438.235495
405,assam,2021,4,sivasagar district,452511,991840782.996415
406,assam,2021,4,dibrugarh district,1489321,3247229901.080471
407,assam,2021,4,south salmara mancachar district,314595,919174483.7722924
408,assam,2021,4,nagaon district,1599255,4181552742.898879
409,assam,2021,4,dhubri district,947815,2452971274.5289254
410,assam,2021,4,golaghat district,597064,1337575801.9516916
411,assam,2021,4,udalguri district,406086,917680978.0577191
412,assam,2021,4,majuli district,65312,129028300.4276244
413,assam,2021,4,sonitpur district,1437714,3119948215.7692075
414,assam,2021,4,hojai district,527676,1247022294.0951037
415,assam,2021,4,marigaon district,846244,2372441369.988904
416,assam,2021,4,chirang district,298090,751602013.9126096
417,assam,2021,4,cachar district,1424029,3288405319.0304804
418,assam,2021,4,nalbari district,437199,1015183560.9984299
419,assam,2021,4,west karbi anglong district,72436,155335117.4559282
420,assam,2021,4,dhemaji district,450526,1098025411.0441427
421,assam,2021,4,karimganj district,719693,2011084236.7440817
422,assam,2021,4,bongaigaon district,760610,1900609318.3116775
423,assam,2021,4,dima hasao district,188499,461001023.11421907
424,assam,2021,4,baksa district,575080,1530357403.5627034
425,assam,2021,4,charaideo district,255415,657528333.4175942
426,assam,2021,4,darrang district,772608,2012722511.547618
427,assam,2021,4,kamrup metropolitan district,22903930,48177919267.3695
428,assam,2021,4,hailakandi district,494043,1131182051.5056129
429,assam,2021,4,barpeta district,2145496,5341626359.64399
430,assam,2021,4,goalpara district,920783,2590433257.901761
431,assam,2021,4,biswanath district,368466,837297984.1361362
